file	class	member	kind	loc	weight	classification	reason	coupled_tests_grep	w_tests	direct_tests	needs_fallback	target_rust_module	planned_task	category	line
src/introspect/classdeclaration.ts	ClassDeclaration	isSystemIdentified	method	3	1.5	RUST		B:introspect/identifieddeclaration.js,introspect/declaration.js,introspect/scalardeclaration.js	-	n=4 introspect/identifieddeclaration.js:2,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	331
src/introspect/classdeclaration.ts	ClassDeclaration	isExplicitlyIdentified	method	3	1.5	RUST		B:introspect/identifieddeclaration.js	-	n=2 introspect/identifieddeclaration.js:2	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	339
src/introspect/classdeclaration.ts	ClassDeclaration	getIdentifierFieldName	method	21	21	RUST		W:serializer/resourcevalidator.js B:introspect/identifieddeclaration.js,introspect/declaration.js,introspect/scalardeclaration.js	-	n=7 introspect/identifieddeclaration.js:3,introspect/declaration.js:1,introspect/scalardeclaration.js:1,+2files	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	349
src/introspect/classdeclaration.ts	ClassDeclaration	getOwnProperty	method	10	10	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	379
src/introspect/classdeclaration.ts	ClassDeclaration	getOwnProperties	method	3	1.5	RUST		-	-	n=1 models/animaltracking.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	395
src/introspect/classdeclaration.ts	ClassDeclaration	getSuperType	method	8	8	RUST		B:introspect/classdeclaration.js,introspect/scalardeclaration.js	-	n=5 introspect/classdeclaration.js:4,introspect/scalardeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	405
src/introspect/classdeclaration.ts	ClassDeclaration	getSuperTypeDeclaration	method	12	12	RUST		B:introspect/classdeclaration.js,introspect/scalardeclaration.js	-	n=2 introspect/classdeclaration.js:1,introspect/scalardeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	418
src/introspect/classdeclaration.ts	ClassDeclaration	getAssignableClassDeclarations	method	33	33	RUST		B:introspect/classdeclaration.js	-	n=3 introspect/classdeclaration.js:3	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	435
src/introspect/classdeclaration.ts	ClassDeclaration	getDirectSubclasses	method	24	24	RUST		B:introspect/classdeclaration.js	-	n=3 introspect/classdeclaration.js:3	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	473
src/introspect/classdeclaration.ts	ClassDeclaration	getAllSuperTypeDeclarations	method	9	9	RUST		B:introspect/classdeclaration.js	-	n=3 introspect/classdeclaration.js:3	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	502
src/introspect/classdeclaration.ts	ClassDeclaration	getProperty	method	16	16	RUST		W:introspect/assetdeclaration.js B:serializer/resourcevalidator.js,introspect/decorators.js,decoratormanager.js,+6	-	n=133 serializer/jsonpopulator.js:65,serializer/jsongenerator.js:33,serializer/resourcevalidator.js:13,+9files	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	519
src/introspect/classdeclaration.ts	ClassDeclaration	getProperties	method	24	36	RUST		W:introspect/assetdeclaration.js,introspect/transactiondeclaration.js B:introspect/identifieddeclaration.js,introspect/assetdeclaration.js,introspect/enumdeclaration.js	-	n=9 introspect/identifieddeclaration.js:5,introspect/assetdeclaration.js:1,introspect/enumdeclaration.js:1,+2files	false	concerto_core::introspect::declaration	P2-03+P4-06	validation	541
src/introspect/classdeclaration.ts	ClassDeclaration	getNestedProperty	method	31	46.5	RUST		B:introspect/classdeclaration.js	-	n=4 introspect/classdeclaration.js:4	false	concerto_core::introspect::declaration	P2-03+P4-06	validation	572
src/introspect/classdeclaration.ts	ClassDeclaration	toString	method	7	7	RUST		B:introspect/classdeclaration.js,introspect/mapdeclaration.js,typenotfoundexception.js,+10	-	n=17 typenotfoundexception.js:3,introspect/classdeclaration.js:2,introspect/stringvalidator.js:2,+10files	false	concerto_core::introspect::declaration	P2-03+P4-06	logic	608
src/introspect/classdeclaration.ts	ClassDeclaration	isAsset	method	3	1.5	RUST		B:introspect/classdeclaration.js,introspect/scalardeclaration.js,introspect/declaration.js	-	n=4 introspect/classdeclaration.js:2,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	621
src/introspect/classdeclaration.ts	ClassDeclaration	isParticipant	method	3	1.5	RUST		B:introspect/classdeclaration.js,introspect/declaration.js,introspect/scalardeclaration.js	-	n=3 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	630
src/introspect/classdeclaration.ts	ClassDeclaration	isTransaction	method	3	1.5	RUST		B:introspect/classdeclaration.js,introspect/declaration.js,introspect/scalardeclaration.js	-	n=3 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	639
src/introspect/classdeclaration.ts	ClassDeclaration	isEvent	method	3	1.5	RUST		B:introspect/classdeclaration.js,introspect/declaration.js,introspect/eventdeclaration.js,+1	-	n=5 introspect/classdeclaration.js:2,introspect/declaration.js:1,introspect/eventdeclaration.js:1,+1files	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	648
src/introspect/classdeclaration.ts	ClassDeclaration	isConcept	method	3	1.5	RUST		W:serializer/resourcevalidator.js B:introspect/classdeclaration.js,model/concept.js,introspect/declaration.js,+1	-	n=6 model/concept.js:3,introspect/classdeclaration.js:1,introspect/declaration.js:1,+1files	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	657
src/introspect/classdeclaration.ts	ClassDeclaration	isEnum	method	3	1.5	RUST		W:serializer/jsongenerator.js B:introspect/classdeclaration.js,introspect/declaration.js,introspect/enumdeclaration.js,+1	-	n=4 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/enumdeclaration.js:1,+1files	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	666
src/introspect/classdeclaration.ts	ClassDeclaration	isMapDeclaration	method	3	1.5	RUST		B:introspect/classdeclaration.js,introspect/declaration.js,introspect/mapdeclaration.js	-	n=3 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/mapdeclaration.js:1	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	675
src/introspect/classdeclaration.ts	ClassDeclaration	isClassDeclaration	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/scalardeclaration.js	-	n=2 introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	684
src/introspect/collectionsizevalidator.ts	CollectionSizeValidator	constructor	ctor	15	22.5	RUST		B:introspect/collectionsizevalidator.js	-	n=14 introspect/collectionsizevalidator.js:14	false	concerto_core::introspect::validators	P2-02+P4-04	validation	44
src/introspect/collectionsizevalidator.ts	CollectionSizeValidator	validate	method	8	12	RUST		W:modelmanager.js B:introspect/collectionsizevalidator.js,introspect/mapdeclaration.js,introspect/stringvalidator.js,+12	-	n=109 introspect/mapdeclaration.js:33,introspect/stringvalidator.js:19,introspect/modelfile.js:15,+15files	false	concerto_core::introspect::validators	P2-02+P4-04	validation	67
src/introspect/collectionsizevalidator.ts	CollectionSizeValidator	getMinSize	method	3	1.5	RUST		B:introspect/collectionsizevalidator.js,introspect/property.js	-	n=9 introspect/collectionsizevalidator.js:5,introspect/property.js:4	false	concerto_core::introspect::validators	P2-02+P4-04	glue	80
src/introspect/collectionsizevalidator.ts	CollectionSizeValidator	getMaxSize	method	3	1.5	RUST		B:introspect/collectionsizevalidator.js,introspect/property.js	-	n=6 introspect/collectionsizevalidator.js:4,introspect/property.js:2	false	concerto_core::introspect::validators	P2-02+P4-04	glue	88
src/introspect/collectionsizevalidator.ts	CollectionSizeValidator	compatibleWith	method	27	27	RUST		B:introspect/collectionsizevalidator.js,introspect/stringvalidator.js,introspect/numbervalidator.js,+1	-	n=36 introspect/stringvalidator.js:16,introspect/numbervalidator.js:10,introspect/collectionsizevalidator.js:9,+1files	false	concerto_core::introspect::validators	P2-02+P4-04	logic	100
src/introspect/conceptdeclaration.ts	ConceptDeclaration	constructor	ctor	3	1.5	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	40
src/introspect/conceptdeclaration.ts	ConceptDeclaration	declarationKind	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:introspect/assetdeclaration.js B:introspect/assetdeclaration.js,introspect/classdeclaration.js,introspect/enumdeclaration.js,+4	-	n=7 introspect/assetdeclaration.js:1,introspect/classdeclaration.js:1,introspect/enumdeclaration.js:1,+4files	false	-	-	glue	49
src/introspect/declaration.ts	Declaration	constructor	ctor	5	2.5	HYBRID	view constructor: attaches to the Rust node when the parent is Rust-backed; W tests construct it with sinon-stubbed parents, so it keeps the collaborator-context fallback (plan section 3)	B:introspect/declaration.js	n=8 introspect/declaration.js:8	n=8 introspect/declaration.js:8	true	concerto_core::introspect::declaration	P2-03+P4-05	glue	48
src/introspect/declaration.ts	Declaration	process	method	10	15	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-05	validation	60
src/introspect/declaration.ts	Declaration	validate	method	14	21	RUST		W:modelmanager.js B:introspect/mapdeclaration.js,introspect/stringvalidator.js,introspect/modelfile.js,+12	-	n=109 introspect/mapdeclaration.js:33,introspect/stringvalidator.js:19,introspect/modelfile.js:15,+15files	false	concerto_core::introspect::declaration	P2-03+P4-05	validation	80
src/introspect/declaration.ts	Declaration	isReservedSystemTypeImport	method	17	17	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-05	logic	102
src/introspect/declaration.ts	Declaration	getModelFile	method	3	1.5	RUST		W:introspect/assetdeclaration.js,introspect/field.js,introspect/property.js,introspect/property_ex.js,+2 B:modelmanager.js,decoratormanager.js,introspect/modelfile.js,+7	-	n=46 modelmanager.js:14,introspect/modelfile.js:9,decoratormanager.js:6,+11files	false	concerto_core::introspect::declaration	P2-03+P4-05	glue	126
src/introspect/declaration.ts	Declaration	getName	method	3	1.5	RUST		W:introspect/illegalmodelexception.js,modelmanager.js,modelutil.js,serializer/resourcevalidator.js B:introspect/classdeclaration.js,modelmanager.js,introspect/modelfile.js,+3	-	n=22 introspect/classdeclaration.js:10,modelmanager.js:4,introspect/modelfile.js:3,+5files	false	concerto_core::introspect::declaration	P2-03+P4-05	glue	136
src/introspect/declaration.ts	Declaration	getNamespace	method	3	1.5	RUST		W:modelmanager.js,serializer/jsonpopulator.js B:modelmanager.js,model/relationship.js,introspect/mapdeclaration.js,+3	-	n=18 model/relationship.js:5,modelmanager.js:5,models/test.js:3,+5files	false	concerto_core::introspect::declaration	P2-03+P4-05	glue	144
src/introspect/declaration.ts	Declaration	getFullyQualifiedName	method	3	1.5	RUST		W:introspect/assetdeclaration.js,introspect/numbervalidator.js,introspect/stringvalidator.js,introspect/validator.js B:modelmanager.js,introspect/modelfile.js,introspect/classdeclaration.js,+6	-	n=30 modelmanager.js:9,introspect/modelfile.js:6,introspect/classdeclaration.js:5,+7files	false	concerto_core::introspect::declaration	P2-03+P4-05	glue	154
src/introspect/declaration.ts	Declaration	isIdentified	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/scalardeclaration.js	-	n=2 introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	162
src/introspect/declaration.ts	Declaration	isSystemIdentified	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/identifieddeclaration.js,introspect/scalardeclaration.js	-	n=4 introspect/identifieddeclaration.js:2,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	170
src/introspect/declaration.ts	Declaration	getIdentifierFieldName	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:serializer/resourcevalidator.js B:introspect/declaration.js,introspect/identifieddeclaration.js,introspect/scalardeclaration.js	-	n=7 introspect/identifieddeclaration.js:3,introspect/declaration.js:1,introspect/scalardeclaration.js:1,+2files	false	-	-	glue	180
src/introspect/declaration.ts	Declaration	getType	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:introspect/assetdeclaration.js,introspect/relationshipdeclaration.js,introspect/scalars.js,modelutil.js,+1 B:introspect/declaration.js,serializer/resourcevalidator.js,introspect/classdeclaration.js,+23	-	n=331 serializer/jsonpopulator.js:65,serializer/jsongenerator.js:33,serializer/resourcevalidator.js:29,+29files	false	-	-	glue	190
src/introspect/declaration.ts	Declaration	toString	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/mapdeclaration.js,typenotfoundexception.js,+10	-	n=17 typenotfoundexception.js:3,introspect/classdeclaration.js:2,introspect/stringvalidator.js:2,+10files	false	-	-	glue	198
src/introspect/declaration.ts	Declaration	isEnum	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:serializer/jsongenerator.js B:introspect/declaration.js,introspect/classdeclaration.js,introspect/enumdeclaration.js,+1	-	n=4 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/enumdeclaration.js:1,+1files	false	-	-	glue	207
src/introspect/declaration.ts	Declaration	isClassDeclaration	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/scalardeclaration.js	-	n=2 introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	216
src/introspect/declaration.ts	Declaration	isScalarDeclaration	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:introspect/scalars.js B:introspect/declaration.js	-	n=1 introspect/declaration.js:1	false	-	-	glue	225
src/introspect/declaration.ts	Declaration	isMapDeclaration	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/classdeclaration.js,introspect/mapdeclaration.js	-	n=3 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/mapdeclaration.js:1	false	-	-	glue	234
src/introspect/declaration.ts	Declaration	isAsset	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/classdeclaration.js,introspect/scalardeclaration.js	-	n=4 introspect/classdeclaration.js:2,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	243
src/introspect/declaration.ts	Declaration	isParticipant	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/classdeclaration.js,introspect/scalardeclaration.js	-	n=3 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	252
src/introspect/declaration.ts	Declaration	isTransaction	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/classdeclaration.js,introspect/scalardeclaration.js	-	n=3 introspect/classdeclaration.js:1,introspect/declaration.js:1,introspect/scalardeclaration.js:1	false	-	-	glue	261
src/introspect/declaration.ts	Declaration	isEvent	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/declaration.js,introspect/classdeclaration.js,introspect/eventdeclaration.js,+1	-	n=5 introspect/classdeclaration.js:2,introspect/declaration.js:1,introspect/eventdeclaration.js:1,+1files	false	-	-	glue	270
src/introspect/declaration.ts	Declaration	isConcept	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:serializer/resourcevalidator.js B:introspect/declaration.js,model/concept.js,introspect/classdeclaration.js,+1	-	n=6 model/concept.js:3,introspect/classdeclaration.js:1,introspect/declaration.js:1,+1files	false	-	-	glue	279
src/introspect/decorated.ts	Decorated	constructor	ctor	6	6	HYBRID	view constructor: attaches to the Rust node when the parent is Rust-backed; W tests construct it with sinon-stubbed parents, so it keeps the collaborator-context fallback (plan section 3)	B:introspect/decorated.js	n=2 introspect/decorated.js:2	n=2 introspect/decorated.js:2	true	concerto_core::introspect::decorator	P2-07+P4-05	logic	60
src/introspect/decorated.ts	Decorated	getModelFile	method	3	1.5	TS	abstract stub (throws); overridden by subclasses, nothing to port	W:introspect/assetdeclaration.js,introspect/field.js,introspect/property.js,introspect/property_ex.js,+2 B:introspect/decorated.js,modelmanager.js,decoratormanager.js,+7	-	n=46 modelmanager.js:14,introspect/modelfile.js:9,decoratormanager.js:6,+11files	false	-	-	glue	74
src/introspect/decorated.ts	Decorated	accept	method	3	1.5	TS	visitor dispatch entry point (accept -> visitor.visit); kept in TS, visitors call back into views	B:serializer/resourcevalidator.js,serializer/instancegenerator.js,introspect/classdeclaration.js,+8	-	n=37 serializer/resourcevalidator.js:27,introspect/classdeclaration.js:1,introspect/decorator.js:1,+8files	false	-	-	glue	84
src/introspect/decorated.ts	Decorated	process	method	25	25	HYBRID	decorator objects may be produced by user DecoratorFactory subclasses (JS callbacks); Rust supplies the decorator ASTs and order	-	-	-	false	concerto_core::introspect::decorator	P2-07+P4-05	logic	94
src/introspect/decorated.ts	Decorated	validate	method	23	34.5	RUST		W:modelmanager.js B:introspect/mapdeclaration.js,introspect/stringvalidator.js,introspect/modelfile.js,+12	-	n=109 introspect/mapdeclaration.js:33,introspect/stringvalidator.js:19,introspect/modelfile.js:15,+15files	false	concerto_core::introspect::decorator	P2-07+P4-05	validation	129
src/introspect/decorated.ts	Decorated	getDecorators	method	3	1.5	HYBRID	decorator objects may be produced by user DecoratorFactory subclasses (JS callbacks); Rust supplies the decorator ASTs and order	B:introspect/decorator.js,introspect/decorators.js	-	n=4 introspect/decorator.js:2,introspect/decorators.js:1,scripts/javascriptparser.js:1	false	concerto_core::introspect::decorator	P2-07+P4-05	glue	158
src/introspect/decorated.ts	Decorated	getDecorator	method	10	10	HYBRID	decorator objects may be produced by user DecoratorFactory subclasses (JS callbacks); Rust supplies the decorator ASTs and order	B:introspect/decorators.js,decoratormanager.js	-	n=17 decoratormanager.js:15,introspect/decorators.js:2	false	concerto_core::introspect::decorator	P2-07+P4-05	logic	167
src/introspect/decorator.ts	Decorator	constructor	ctor	6	3	HYBRID	Decorator is a user-subclassable JS class (DecoratorFactory returns subclasses); tests construct it directly. Argument parsing (process) is Rust	B:introspect/decorator.js	n=2 introspect/decorator.js:2	n=2 introspect/decorator.js:2	true	concerto_core::introspect::decorator	P2-07+P4-05	glue	58
src/introspect/decorator.ts	Decorator	handleError	method	6	6	HYBRID	Logger.dispatch is the JS logging sink; the error-vs-warn decision and message come from Rust	-	-	-	false	concerto_core::introspect::decorator	P2-07+P4-05	logic	71
src/introspect/decorator.ts	Decorator	accept	method	3	1.5	TS	visitor dispatch entry point (accept -> visitor.visit); kept in TS, visitors call back into views	B:introspect/decorator.js,serializer/resourcevalidator.js,serializer/instancegenerator.js,+8	-	n=37 serializer/resourcevalidator.js:27,introspect/classdeclaration.js:1,introspect/decorator.js:1,+8files	false	-	-	glue	84
src/introspect/decorator.ts	Decorator	getParent	method	3	1.5	RUST		W:introspect/property_ex.js B:introspect/decorator.js,introspect/mapdeclaration.js,introspect/relationshipdeclaration.js	-	n=3 introspect/decorator.js:1,introspect/mapdeclaration.js:1,introspect/relationshipdeclaration.js:1	false	concerto_core::introspect::decorator	P2-07+P4-05	glue	92
src/introspect/decorator.ts	Decorator	process	method	23	23	RUST		-	-	-	false	concerto_core::introspect::decorator	P2-07+P4-05	logic	101
src/introspect/decorator.ts	Decorator	validate	method	82	123	RUST		W:modelmanager.js B:introspect/mapdeclaration.js,introspect/stringvalidator.js,introspect/modelfile.js,+12	-	n=109 introspect/mapdeclaration.js:33,introspect/stringvalidator.js:19,introspect/modelfile.js:15,+15files	false	concerto_core::introspect::decorator	P2-07+P4-05	validation	130
src/introspect/decorator.ts	Decorator	getName	method	3	1.5	RUST		W:introspect/illegalmodelexception.js,modelmanager.js,modelutil.js,serializer/resourcevalidator.js B:introspect/decorator.js,introspect/classdeclaration.js,modelmanager.js,+3	-	n=22 introspect/classdeclaration.js:10,modelmanager.js:4,introspect/modelfile.js:3,+5files	false	concerto_core::introspect::decorator	P2-07+P4-05	glue	217
src/introspect/decorator.ts	Decorator	getArguments	method	3	1.5	RUST		B:introspect/decorator.js,introspect/decorators.js,decoratormanager.js	-	n=4 decoratormanager.js:2,introspect/decorator.js:1,introspect/decorators.js:1	false	concerto_core::introspect::decorator	P2-07+P4-05	glue	225
src/introspect/decorator.ts	Decorator	isDecorator	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/decorator.js	-	n=1 introspect/decorator.js:1	false	-	-	glue	234
src/introspect/decoratorfactory.ts	DecoratorFactory	newDecorator	method	3	1.5	TS	abstract user extension point: users subclass DecoratorFactory in JS	B:introspect/decoratorfactory.js	-	n=1 introspect/decoratorfactory.js:1	false	-	-	glue	37
src/introspect/enumdeclaration.ts	EnumDeclaration	constructor	ctor	3	1.5	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-04+P4-06	glue	37
src/introspect/enumdeclaration.ts	EnumDeclaration	toString	method	3	1.5	RUST		B:introspect/enumdeclaration.js,introspect/mapdeclaration.js,typenotfoundexception.js,+10	-	n=17 typenotfoundexception.js:3,introspect/classdeclaration.js:2,introspect/stringvalidator.js:2,+10files	false	concerto_core::introspect::declaration	P2-04+P4-06	glue	45
src/introspect/enumdeclaration.ts	EnumDeclaration	declarationKind	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:introspect/assetdeclaration.js B:introspect/enumdeclaration.js,introspect/assetdeclaration.js,introspect/classdeclaration.js,+4	-	n=7 introspect/assetdeclaration.js:1,introspect/classdeclaration.js:1,introspect/enumdeclaration.js:1,+4files	false	-	-	glue	54
src/introspect/enumvaluedeclaration.ts	EnumValueDeclaration	constructor	ctor	3	1.5	RUST		-	-	-	false	concerto_core::introspect::property	P2-04+P4-07	glue	37
src/introspect/enumvaluedeclaration.ts	EnumValueDeclaration	validate	method	3	4.5	RUST		W:modelmanager.js B:introspect/mapdeclaration.js,introspect/stringvalidator.js,introspect/modelfile.js,+12	-	n=109 introspect/mapdeclaration.js:33,introspect/stringvalidator.js:19,introspect/modelfile.js:15,+15files	false	concerto_core::introspect::property	P2-04+P4-07	validation	47
src/introspect/enumvaluedeclaration.ts	EnumValueDeclaration	isEnumValue	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	B:introspect/enumdeclaration.js	-	n=1 introspect/enumdeclaration.js:1	false	-	-	glue	56
src/introspect/eventdeclaration.ts	EventDeclaration	constructor	ctor	3	1.5	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	35
src/introspect/eventdeclaration.ts	EventDeclaration	process	method	3	1.5	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	45
src/introspect/eventdeclaration.ts	EventDeclaration	declarationKind	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:introspect/assetdeclaration.js B:introspect/eventdeclaration.js,introspect/assetdeclaration.js,introspect/classdeclaration.js,+4	-	n=7 introspect/assetdeclaration.js:1,introspect/classdeclaration.js:1,introspect/enumdeclaration.js:1,+4files	false	-	-	glue	54
src/introspect/field.ts	Field	constructor	ctor	4	2	HYBRID	view constructor: attaches to the Rust node when the parent is Rust-backed; W tests construct it with sinon-stubbed parents, so it keeps the collaborator-context fallback (plan section 3)	S:introspect/numbervalidator.js,introspect/stringvalidator.js,introspect/validator.js,serializer/jsonpopulator.js,+1 B:introspect/field.js,introspect/scalars.js	n=133 introspect/stringvalidator.js:44,serializer/jsonpopulator.js:35,introspect/numbervalidator.js:27,+4files	n=19 introspect/scalars.js:10,introspect/field.js:9	true	concerto_core::introspect::property	P2-04+P4-07	glue	51
src/introspect/field.ts	Field	process	method	33	33	RUST		-	-	-	false	concerto_core::introspect::property	P2-04+P4-07	logic	61
src/introspect/field.ts	Field	getValidator	method	3	1.5	RUST		B:introspect/field.js,introspect/scalardeclaration.js	-	n=4 introspect/field.js:2,introspect/scalardeclaration.js:1,models/test.js:1	false	concerto_core::introspect::property	P2-04+P4-07	glue	99
src/introspect/field.ts	Field	getDefaultValue	method	3	1.5	RUST		B:introspect/field.js,introspect/scalardeclaration.js	-	n=6 introspect/scalardeclaration.js:3,introspect/field.js:1,models/farm2fork.js:1,+1files	false	concerto_core::introspect::property	P2-04+P4-07	glue	107
src/introspect/field.ts	Field	toString	method	13	13	RUST		B:introspect/field.js,introspect/mapdeclaration.js,typenotfoundexception.js,+10	-	n=17 typenotfoundexception.js:3,introspect/classdeclaration.js:2,introspect/stringvalidator.js:2,+10files	false	concerto_core::introspect::property	P2-04+P4-07	logic	115
src/introspect/field.ts	Field	isField	method	3	1.5	TS	constant-return member (type/kind marker or fixed default, body is `return <literal>`); stays as-is on the TS class, nothing to port	W:serializer/jsonpopulator.js	-	-	false	-	-	glue	134
src/introspect/field.ts	Field	isTypeScalar	method	12	12	RUST		-	-	-	false	concerto_core::introspect::property	P2-04+P4-07	logic	142
src/introspect/field.ts	Field	getScalarField	method	42	42	RUST		B:introspect/scalars.js	-	n=10 introspect/scalars.js:10	false	concerto_core::introspect::property	P2-04+P4-07	logic	161
src/introspect/identifieddeclaration.ts	IdentifiedDeclaration	constructor	ctor	4	2	RUST		-	-	-	false	concerto_core::introspect::declaration	P2-03+P4-06	glue	38
src/introspect/illegalmodelexception.ts	IllegalModelException	constructor	ctor	20	10	TS	exception class must stay a JS Error subclass (instanceof / class checks in ~81 assertions, M tests construct it directly); Rust supplies kind/code/params/location and the P4-02 error mapper instantiates this class	B:introspect/illegalmodelexception.js	-	n=6 introspect/illegalmodelexception.js:6	false	-	P1-05+P4-02	glue	41
src/introspect/introspector.ts	Introspector	constructor	ctor	3	1.5	RUST		B:introspect/introspector.js,introspect/decorators.js	-	n=7 introspect/introspector.js:5,introspect/decorators.js:2	false	concerto_core::model_manager	P2-08+P4-08	glue	35
src/introspect/introspector.ts	Introspector	accept	method	3	1.5	TS	visitor dispatch entry point (accept -> visitor.visit); kept in TS, visitors call back into views	B:introspect/introspector.js,serializer/resourcevalidator.js,serializer/instancegenerator.js,+8	-	n=37 serializer/resourcevalidator.js:27,introspect/classdeclaration.js:1,introspect/decorator.js:1,+8files	false	-	-	glue	45
src/introspect/introspector.ts	Introspector	getClassDeclarations	method	13	13	RUST		B:introspect/introspector.js,introspect/modelfile.js	-	n=2 introspect/introspector.js:1,introspect/modelfile.js:1	false	concerto_core::model_manager	P2-08+P4-08	logic	53
src/introspect/introspector.ts	Introspector	getClassDeclaration	method	3	1.5	RUST		B:introspect/introspector.js,introspect/decorators.js,serializer/instancegenerator.js,+3	-	n=8 introspect/decorators.js:2,introspect/introspector.js:2,model/concept.js:1,+3files	false	concerto_core::model_manager	P2-08+P4-08	glue	74
src/introspect/introspector.ts	Introspector	getModelManager	method	3	1.5	RUST		W:modelutil.js B:introspect/introspector.js	-	n=1 introspect/introspector.js:1	false	concerto_core::model_manager	P2-08+P4-08	glue	83
